Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,content_english
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-16T15:43:42.000Z,False,"#Larsen &Tourbo Powers ISRO's Moon Mission-Chandrayaann3.
Visit youtube channel @mishpanstockguide",0,0,1,129,['#Larsen'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1680604128035344390,tweet_id:1680604128035344390,"#Larsen &Tourbo Powers ISRO's Moon Mission-Chandrayaann3.
Visit youtube channel @mishpanstockguide"
Swarajya,@SwarajyaMag,2023-07-14T06:59:00.000Z,True,"Larsen & Toubro and NCC Ltd are in the race to build the 31-km Hyderabad Airport Metro after bids were opened on Thursday

The Rs 5,688 crore tender involves design and construction of all the civil structures.#HyderabadAirportMetro#LarsenTourbo#NCC",0,2,12,1.6K,"['#HyderabadAirportMetro', '#LarsenTourbo', '#NCC']",[],[],https://pbs.twimg.com/profile_images/510470436920893440/kd15XOx9_normal.png,https://twitter.com/SwarajyaMag/status/1679747304264470529,tweet_id:1679747304264470529,"Larsen & Toubro and NCC Ltd are in the race to build the 31-km Hyderabad Airport Metro after bids were opened on Thursday

The Rs 5,688 crore tender involves design and construction of all the civil structures.#HyderabadAirportMetro#LarsenTourbo#NCC"
"Jitesh, an Author",@jitesh_business,2023-07-12T05:28:50.000Z,False,"I think, it was made by Larsen & Tourbo",0,0,1,121,[],[],[],https://pbs.twimg.com/profile_images/696925887/Image1029_normal.jpg,https://twitter.com/jitesh_business/status/1678999840473354240,tweet_id:1678999840473354240,"I think, it was made by Larsen & Toubro"
Swarajya,@SwarajyaMag,2023-07-11T07:14:15.000Z,True,"US Navy ship Salvor, arrived at L&T's Kattupalli shipyard on Monday (10 July) for repairs.

The arrival of the USNS Salvor marks the first ship to undergo repairs under the newly signed Master Ship Repair Agreement between L&T and US Navy.#LarsenTourbo",0,5,13,2K,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/510470436920893440/kd15XOx9_normal.png,https://twitter.com/SwarajyaMag/status/1678663979110129664,tweet_id:1678663979110129664,"US Navy ship Salvor, arrived at L&T's Kattupalli shipyard on Monday (10 July) for repairs.

The arrival of the USNS Salvor marks the first ship to undergo repairs under the newly signed Master Ship Repair Agreement between L&T and US Navy.#LarsenTourbo"
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-10T15:51:17.000Z,False,# Larsen&Tourbo is collaborating with Navantia.https://youtube.com/shorts/2SYC32wk9m8?feature=share…,0,0,0,64,[],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1678431707274395653,tweet_id:1678431707274395653,# Larsen&Tourbo is collaborating with Navantia.https://youtube.com/shorts/2SYC32wk9m8?feature=share…
Ravithesungod ( 拉维),@ravishendarkar,2023-07-10T09:15:22.000Z,False,Larsen and Tourbo has signed a teaming agreement with swedish company Navinta to submit bid for Indian Navy for Submarine /,0,0,1,522,[],[],[],https://pbs.twimg.com/profile_images/1702381943395065857/LiVN4n-J_normal.jpg,https://twitter.com/ravishendarkar/status/1678332070895185920,tweet_id:1678332070895185920,Larsen and Toubro has signed a teaming agreement with swedish company Navinta to submit bid for Indian Navy for Submarine /
blinkX,@getblinkx,2023-07-10T06:00:17.000Z,True,"Larsen & Toubro Ltd (L&T) successfully transitioned a $150 million term loan with Bank of America to a Sustainability Linked Loan (SLL) on June 30, 2023.

Click the link to read more - https://blinkx.in/news/company/l-t-concludes-150-million-loan-transition-with-bank-of-america-into-sll… #LnT #larsentourbo #nifty50 #Bankofamerica #trending #news…",0,0,3,158,"['#LnT', '#larsentourbo', '#nifty50', '#Bankofamerica', '#trending', '#news']",[],[],https://pbs.twimg.com/profile_images/1679022335406542848/me1Mnm1c_normal.jpg,https://twitter.com/getblinkx/status/1678282976524914688,tweet_id:1678282976524914688,"Larsen & Toubro Ltd (L&T) successfully transitioned a $150 million term loan with Bank of America to a Sustainability Linked Loan (SLL) on June 30, 2023.

Click the link to read more - https://blinkx.in/news/company/l-t-concludes-150-million-loan-transition-with-bank-of-america-into-sll… #LnT #larsentourbo #nifty50 #Bankofamerica #trending #news…"
Dheeraj Sharma,@emdheerajsharma,2023-07-09T13:54:51.000Z,False,"My whole life was a lie?

It's Larsen and Toubro and not Larsen and Tourbo",0,0,1,94,[],[],[],https://pbs.twimg.com/profile_images/1294842331867168769/OL9xiN0a_normal.jpg,https://twitter.com/emdheerajsharma/status/1678040020203229184,tweet_id:1678040020203229184,"My whole life was a lie?
It's Larsen and Toubro and not Larsen and Toubro"
KA,@KA_charts,2023-06-30T09:48:40.000Z,False,Larsen and Tourbo -- what a move and strength.#l_t,2,0,36,4K,['#l_t'],[],[],https://pbs.twimg.com/profile_images/1143124286036533250/JewcWtYl_normal.jpg,https://twitter.com/KA_charts/status/1674716575104901121,tweet_id:1674716575104901121,Larsen and Toubro -- what a move and strength.#l_t
shrenik,@shrenik1984,2023-06-29T11:13:21.000Z,False,"MTAR
BHELLARSEN AND TOURBO",0,0,5,889,[],[],[],https://pbs.twimg.com/profile_images/1428173845349822467/EYFYpe9Y_normal.jpg,https://twitter.com/shrenik1984/status/1674375495012749313,tweet_id:1674375495012749313,"MATAR
BHEL LARSEN AND TOUBRO"
Puneet Joshi,@puneetjoshi7687,2023-06-29T02:56:39.000Z,False,"Yesterday #Nifty  50 moved furiously & #niftysmall/mid caps lagged somehow than #Nifty  50. 
Some #LargeCaps setting up nicely are 
1. #larsen & tourbo2. #Ultratech Cement
3. #axisbank 
4. #marutisuzuki",0,1,0,324,"['#Nifty', '#niftysmall', '#Nifty', '#LargeCaps', '#larsen', '#Ultratech', '#axisbank', '#marutisuzuki']",[],[],https://pbs.twimg.com/profile_images/1680593107073613827/0zju1c2v_normal.jpg,https://twitter.com/puneetjoshi7687/status/1674250498315108352,tweet_id:1674250498315108352,"Yesterday #Nifty  50 moved furiously & #niftysmall/mid caps lagged somehow than #Nifty  50. 
Some #LargeCaps setting up nicely are 
1. #larsen & tourbo2. #Ultratech Cement
3. #axisbank 
4. #marutisuzuki"
Upaay Future Stocks,@PRICEACTION2700,2023-06-19T05:48:07.000Z,False,Book your Target 2417#LT Larsen & Tourbo,1,1,1,129,['#LT'],[],[],https://pbs.twimg.com/profile_images/1687763703842983936/n-SfCp1Z_normal.jpg,https://twitter.com/PRICEACTION2700/status/1670669770210029570,tweet_id:1670669770210029570,Book your Target 2417#LT Larsen & Toubro
PSUWatch,@PsuWatch,2023-06-12T14:28:27.000Z,False,"Shri Ram Temple Ayodhya Enters Final Ground Floor Construction Phase
-
The Engineering teams of Larsen & Tourbo, Tata Consulting Engineers and Ram Janmbhoomi Teerth Kshetra Trust participated  in the review meeting called upon by Chairman Construction Committee, Nripendra Misra.…",0,1,1,1K,[],[],[],https://pbs.twimg.com/profile_images/1416842160691826689/dRguS-14_normal.jpg,https://twitter.com/PsuWatch/status/1668264001447272451,tweet_id:1668264001447272451,"Shri Ram Temple Ayodhya Enters Final Ground Floor Construction Phase
-
The Engineering teams of Larsen & Tourbo, Tata Consulting Engineers and Ram Janmbhoomi Teerth Kshetra Trust participated  in the review meeting called upon by Chairman Construction Committee, Nripendra Misra.…"
Vishal veer dagar,@Vishalsarpanch,2023-05-26T03:02:12.000Z,False,Larsen& tourbo group,0,0,1,130,[],[],[],https://pbs.twimg.com/profile_images/1718827602948063232/KJ7zKXqj_normal.jpg,https://twitter.com/Vishalsarpanch/status/1661930705482563584,tweet_id:1661930705482563584,Larsen & turbo group
Sahil Pahwa,@Sahilpahwa09,2023-05-12T07:11:01.000Z,True,"Till then 2040 is secured no need to worry...!!
Can do 3000 in next wave up...!!  
Possible Ew counts of #LarsenTourbo #Analysis",3,1,11,3.1K,"['#LarsenTourbo', '#Analysis']",['@DilipSh28905743'],[],https://pbs.twimg.com/profile_images/1517375235611267072/oX2zTeal_normal.jpg,https://twitter.com/Sahilpahwa09/status/1656919893923491840,tweet_id:1656919893923491840,"Till then 2040 is secured no need to worry...!!
Can do 3000 in next wave up...!!  
Possible Ew counts of #LarsenTourbo #Analysis"
