Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
News2o.com,@OfficialNews2o,2020-10-19T15:26:36.000Z,False,Bullet Train Project: Larsen & Tourbo wins financial bids for design and construction of viaduct...https://news2o.com/bullet-train-project-larsen-tourbo-wins-financial-bids-for-design-and-construction-of-viaduct/?feed_id=15794&_unique_id=5f8db02c20efd…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1305806988467560448/FM_EuaNb_normal.jpg,https://twitter.com/OfficialNews2o/status/1318211956793253888,tweet_id:1318211956793253888
V Media Network,@VMediaNetwork1,2020-10-19T15:19:19.000Z,False,Bullet Train Project: Larsen & Tourbo wins financial bids for design and construction of viaduct https://vmedianetwork.in/business/bullet-train-project-larsen-tourbo-wins-financial-bids-for-design-and-construction-of-viaduct/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1287409564216827906/B-3PtsTh_normal.jpg,https://twitter.com/VMediaNetwork1/status/1318210123232432128,tweet_id:1318210123232432128
MAHESH NARVADE,@MAHESH19219240,2020-10-18T18:02:35.000Z,False,L & T - LARSEN & TOURBOSAFETY TRAINING IN INDIA'S BIGGEST INFRASTRUCTURE COMPANY,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1285957435388129286/98fAwF7i_normal.jpg,https://twitter.com/MAHESH19219240/status/1317888824345722880,tweet_id:1317888824345722880
Gems of StockMarket,@EngineerSalaria,2020-10-13T06:07:17.000Z,False,"Larsen & Tourbo Infotech: Hit 3500 yesterday.
Recommended from 2050 just 3 months before. Gained 75% in 3 months.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1315896874792968193,tweet_id:1315896874792968193
Nifty Index Share,@IndexNifty,2020-10-13T02:01:54.000Z,False,Getting good number of construction order still Larsen & Tourbo (LT) showing laggards in stock price why. Find out.. https://bit.ly/311axBp#Larsen #stocks  #Nifty,0,0,0,0,"['#Larsen', '#stocks', '#Nifty']",[],[],https://pbs.twimg.com/profile_images/1260390473589547008/YHpPWwnz_normal.jpg,https://twitter.com/IndexNifty/status/1315835119911931905,tweet_id:1315835119911931905
Gems of StockMarket,@EngineerSalaria,2020-10-08T06:52:36.000Z,False,Larsen & Tourbo Infotech: From 2050 to 2956 in 3 months.#MidCapIT,0,0,0,0,['#MidCapIT'],[],[],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1314096337999126528,tweet_id:1314096337999126528
IIM Trichy,@IIM_Trichy,2020-09-28T15:09:31.000Z,True,IIM Trichy students Rajeswari Pulletikurthi and Sushmitha Ramesh reminisce their summer internship experience at Larsen & Tourbo and share their takeaways!,0,2,11,0,[],[],[],https://pbs.twimg.com/profile_images/1024309470061518848/y9fySoaC_normal.jpg,https://twitter.com/IIM_Trichy/status/1310597511430586368,tweet_id:1310597511430586368
Shruti jain,@Shrutij61605201,2020-09-23T11:52:39.000Z,False,"Larsen & TourboCMP: Rs 860.60
Target 1 : Rs 871.35
Target 2 : Rs 882.1
Target 3: Rs 890.5

There is a high chance the candle will uptrend within few days.

Note: I could be wrong. Please do your own analysis before trading.",0,22,23,0,[],[],[],https://pbs.twimg.com/profile_images/1293781511661969411/oVKJOJVl_normal.jpg,https://twitter.com/Shrutij61605201/status/1308736031118721026,tweet_id:1308736031118721026
Prashant Jaisinghani,@PeacePrashant,2020-09-21T19:22:00.000Z,False,"     buy call union bank, Karur vyasa bank, sainth gobain , federal bank, ntpc, itc , nalco , Larsen and tourbo , yes bank , solara active pharma , sequent scientific , som disterlery , prestige estate , adani power . Experts view ?",0,0,0,0,[],"['@BSEIndia', '@NSEIndia', '@unseenvalue', '@vikaskhemani']",[],https://pbs.twimg.com/profile_images/1662526125384556544/_gLVT5PY_normal.jpg,https://twitter.com/PeacePrashant/status/1308124335811358721,tweet_id:1308124335811358721
Gems of StockMarket,@EngineerSalaria,2020-09-21T06:26:15.000Z,False,"Larsen & Tourbo Infotech: Target achieved with 2 months.
More than 40% gain.

My timeline was less than an year, it turned out only 2 months #MidCapIT outperforming.",0,1,1,0,['#MidCapIT'],[],['\\u263a\\ufe0f'],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1307929112011370496,tweet_id:1307929112011370496
neeshu kumar,@prajapatineesu,2020-09-18T07:44:33.000Z,False,"Dear sir I received this letter on my email 
Please check this letter is authentic or fake?&tourbo@SoamSubh &T
@fake
@Fake",0,1,1,0,[],"['@larsen', '@L']",[],https://pbs.twimg.com/profile_images/1244941286634741760/4oUQi3OI_normal.jpg,https://twitter.com/prajapatineesu/status/1306861655435821056,tweet_id:1306861655435821056
energy asia,@energyasia,2020-09-08T14:39:21.000Z,False,L&T awarded several contracts for  #powertransmission & distribution #power #powertransmission #powerdistribution #energy #energyasia #Telangana #konkan #konkanrailway #katra #srinagar #Udhampur #railway #grid #larsentourbohttps://bit.ly/32b1lew,0,0,2,0,"['#powertransmission', '#power', '#powertransmission', '#powerdistribution', '#energy', '#energyasia', '#Telangana', '#konkan', '#konkanrailway', '#katra', '#srinagar', '#Udhampur', '#railway', '#grid', '#larsentourbo']","['@LnTTechservices', '@KonkanRailway']",[],https://pbs.twimg.com/profile_images/1299200841690144768/GOw7NOw2_normal.jpg,https://twitter.com/energyasia/status/1303342163858608129,tweet_id:1303342163858608129
Arsalan Pasha,@Arsuastic,2020-08-29T16:34:51.000Z,False,Maybe Sadak 2 would have been better if Larsen & Tourbo had been made it.#sadak2dislikes #Sadak2 #humor,0,0,0,0,"['#sadak2dislikes', '#Sadak2', '#humor']",[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1339947046812278784/MHet4iQk_normal.jpg,https://twitter.com/Arsuastic/status/1299747352362717186,tweet_id:1299747352362717186
Gems of StockMarket,@EngineerSalaria,2020-09-21T06:26:15.000Z,False,"Larsen & Tourbo Infotech: Target achieved with 2 months.
More than 40% gain.

My timeline was less than an year, it turned out only 2 months #MidCapIT outperforming.",0,1,1,0,['#MidCapIT'],[],['\\u263a\\ufe0f'],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1307929112011370496,tweet_id:1307929112011370496
IIIT-NAYA RAIPUR,@IIITNayaRaipur,2020-08-28T10:18:58.000Z,False,"Inviting organisations to be a part of Campus Hiring initiative for Batch 2017-2021.
Please fill the google form attached to be a part.https://lnkd.in/dhWtnRz#hiring #recruitement #campushiring      @larsentourbo",0,0,1,0,"['#hiring', '#recruitement', '#campushiring']","['@capgeminiindia', '@accenture', '@TCS', '@wipro', '@tech_mahindra', '@zeiss_group']",[],https://pbs.twimg.com/profile_images/1199267609620799488/PiZIgHPb_normal.png,https://twitter.com/IIITNayaRaipur/status/1299290369876619270,tweet_id:1299290369876619270
sarthak mohindru,@sarthakmohindr5,2020-08-22T08:47:47.000Z,False,"Larsen & Tourbo 

- highly diversified
- largest infrastructure and construction company
- missile systems
- power 
- hydrocarbons
- ship building
- metals 
- heavy engineering",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1256193064617627649/mUFhSHMx_normal.jpg,https://twitter.com/sarthakmohindr5/status/1297093094710472704,tweet_id:1297093094710472704
Gems of StockMarket,@EngineerSalaria,2020-08-14T07:01:15.000Z,False,"Buy...Larsen & Tourbo Ltd 

No resistance till 1150, Final Target 1250

Stop loss 950

Time Horizon: 6-8 Weeks",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1294167182742495232,tweet_id:1294167182742495232
Anupam Pandey,@anupampande_,2020-08-05T07:26:42.000Z,False,"Did they just said that engineers from Larsen & Tourbo had identified the 'birthplace'? Glad, they told the truth! Congratulations India on twin triumph of your most divisive forces!#RamMandirAyodhya #BhumiPujan",0,0,0,0,"['#RamMandirAyodhya', '#BhumiPujan']",[],[],https://pbs.twimg.com/profile_images/1576075794547617797/zEQBjMRZ_normal.jpg,https://twitter.com/anupampande_/status/1290912097832824839,tweet_id:1290912097832824839
CA Shubham Bedmutha,@BedmuthaShubham,2020-08-01T12:13:24.000Z,False,"FDC LTD,SHIVALIK RASAYAN,LARSEN N TOURBO",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1376516940575875073/VoCa8HDH_normal.jpg,https://twitter.com/BedmuthaShubham/status/1289534696087416832,tweet_id:1289534696087416832
Nasir ناصر,@MdNasir_9,2020-07-29T06:47:57.000Z,False,I am bringing this to notice you Mr. Larsen & Tourbo (L&T) offered to build Ram Temple on the Babri Masjid demolition site for FREE. https://t.co/JY4ZbNepSe,0,3,5,0,[],['@MJALSHRIKA'],[],https://pbs.twimg.com/profile_images/1541121967071186945/875SO8j__normal.jpg,https://twitter.com/MdNasir_9/status/1288365631230767104,tweet_id:1288365631230767104
Beat The Street,@BeatTheStreet10,2020-07-23T06:57:36.000Z,True,L&T Q1 Result | L&T Share Target Price | L&T Share latest news | Larsen & Tourbo Q1 Results | L&T Brokerage View#LarsenTourboQ1#LarsenandTourboQ1Result#Q1Result#LTQ1Result#LarsenandTorubo#nifty#larsentourbobrokerage,0,0,1,0,"['#LarsenTourboQ1', '#LarsenandTourboQ1Result', '#Q1Result', '#LTQ1Result', '#LarsenandTorubo', '#nifty', '#larsentourbobrokerage']",[],[],https://pbs.twimg.com/profile_images/1676902860481609728/vdi-WfpT_normal.jpg,https://twitter.com/BeatTheStreet10/status/1286193732803411969,tweet_id:1286193732803411969
Pankaj Agarwal,@pankajagarwal75,2020-07-15T04:54:32.000Z,False,I thought there is a confusion due to name larsen & tourbo.,2,2,3,0,[],[],[],https://pbs.twimg.com/profile_images/1345730836155363328/XwQSH2Nq_normal.jpg,https://twitter.com/pankajagarwal75/status/1283263657275621376,tweet_id:1283263657275621376
rajiv jain,@rajivjain72_rj,2020-07-13T15:09:11.000Z,False,Sir I m your follower on social media and  tv.with so much expertise you gv call on coal India ongc Larsen n tourbo ..which didn't work out.why you missed iol chemical Dixon technology Aarti drugs ....sir I trust you blindly but we are losing,0,0,2,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/rajivjain72_rj/status/1282693564560900096,tweet_id:1282693564560900096
Bhavin Shah,@bhavins2007,2020-07-13T06:25:11.000Z,False,Larsen and Tourbo Infotech,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1284487147139895298/lKKQKIE1_normal.jpg,https://twitter.com/bhavins2007/status/1282561695504723968,tweet_id:1282561695504723968
Ssharma88,@Ssharma881,2020-07-12T13:31:46.000Z,False,"Sir your view on Larsen & Tourbo, #JessyJuly??",0,0,1,0,['#JessyJuly'],[],[],https://pbs.twimg.com/profile_images/1537399077696024576/GWesVlCb_normal.jpg,https://twitter.com/Ssharma881/status/1282306661579755520,tweet_id:1282306661579755520
Va Financials,@FinancialsVa,2020-07-10T05:05:49.000Z,False,"Follow  LARSEN &amp; TOURBO ( LT ) - 1 DAY     Chart
Taking Good Support. 
Respecting the Trend LineGood opportunity (Warning : This is for Educational Purpose Only)

Contact 7977545445 for… https://instagram.com/p/CCcv7TpgrGC/?igshid=jzieqc763u2l…",0,0,0,0,[],['@FinancialsVa'],"['\\U0001f4b0', '\\U0001f4b0', '\\U0001f4b0', '\\U0001f4c8', '\\U0001f3af']",https://pbs.twimg.com/profile_images/1277624375563259904/w31iiWIC_normal.jpg,https://twitter.com/FinancialsVa/status/1281454558871457794,tweet_id:1281454558871457794
Gems of StockMarket,@EngineerSalaria,2020-07-08T06:39:12.000Z,False,"Investment Pick: Larsen & Tourbo Infotech(LRTI)

Posted very good results in last quarter. Almost no impact of Corona on business.

Big Breakout today, now trading in open blue sky.

Buy around 2050, Target 2800-2900, Time- Less than an Year#LRTI",1,1,2,0,"['#LRTI', '']",[],[],https://pbs.twimg.com/profile_images/1766159182779281408/HSzMCRwq_normal.jpg,https://twitter.com/EngineerSalaria/status/1280753284731383809,tweet_id:1280753284731383809
Rudra,@Ru95dra,2020-07-04T02:42:26.000Z,False,"Ntpc at 77  qty 44
Avanti feeds at 377 qty 13
Dabur at 428 qty 9
HUL at 1975 qty 11Larsen and tourbo at 802 qty 11",1,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1411604600105304067/f2suvX_N_normal.jpg,https://twitter.com/Ru95dra/status/1279244145417056257,tweet_id:1279244145417056257
Ishan Jindal,@ishan_jindal10,2020-07-02T05:06:09.000Z,False,Target Achieved Intra-Day high of 70!#LarsenTourbo #WinningTrade #Finance #IndianEquities #Derivatives #Stocks #Live  #Intraday #Charts #TechnicalAnalysis #Bulls #Bears #StockMarket #Daytrading #Trading #Passiveincome #Trader #NSE #BSE #Futures #Options,0,0,0,0,"['#LarsenTourbo', '#WinningTrade', '#Finance', '#IndianEquities', '#Derivatives', '#Stocks', '#Live', '#Intraday', '#Charts', '#TechnicalAnalysis', '#Bulls', '#Bears', '#StockMarket', '#Daytrading', '#Trading', '#Passiveincome', '#Trader', '#NSE', '#BSE', '#Futures', '#Options']",[],['\\U0001f3af'],https://pbs.twimg.com/profile_images/1387110593719459844/yDDQbWy2_normal.jpg,https://twitter.com/ishan_jindal10/status/1278555539094429700,tweet_id:1278555539094429700
Ishan Jindal,@ishan_jindal10,2020-07-01T05:56:47.000Z,False,"L&TFH Chart 15mins :

-Breakout from flag formation#LarsenTourbo #Finance #IndianEquities #Derivatives #Stocks #Live  #Intraday #Charts #TechnicalAnalysis #Bulls #Bears #StockMarket #Daytrading #Trading #Passiveincome #Trader #NSE #BSE #Futures #Options",0,1,2,0,"['#LarsenTourbo', '#Finance', '#IndianEquities', '#Derivatives', '#Stocks', '#Live', '#Intraday', '#Charts', '#TechnicalAnalysis', '#Bulls', '#Bears', '#StockMarket', '#Daytrading', '#Trading', '#Passiveincome', '#Trader', '#NSE', '#BSE', '#Futures', '#Options']",[],[],https://pbs.twimg.com/profile_images/1387110593719459844/yDDQbWy2_normal.jpg,https://twitter.com/ishan_jindal10/status/1278205892018622464,tweet_id:1278205892018622464
santheep,@santheepnair,2020-06-22T14:31:40.000Z,False,Larsen and tourbo lost lots of deals to Chinese and companies owned by Corrupt politiciansLarsen and tourbo lost because they are honest and good,0,3,5,0,[],[],[],https://pbs.twimg.com/profile_images/1560134502042648576/QzQVX3_M_normal.jpg,https://twitter.com/santheepnair/status/1275073975568134147,tweet_id:1275073975568134147
Bhushan,@Bushan19466930,2020-06-21T09:49:40.000Z,False,"Larsen & Tourbo are on record admitting that they have sourced the #Bronze plates used in #StatueOfUnity from China. Will  rather than create havoc on public, channel their anger on the Statue in #Gujarat  https://m.timesofindia.com/india/Sardars-statue-being-built-in-India-not-China-LT/amp_articleshow/49489043.cms?from=mdr…",0,0,0,0,"['#Bronze', '#StatueOfUnity', '#Gujarat']","['@bjp4mumbai', '@BJP4India', '@PiyushGoyal', '@Dev_Fadnavis']",[],https://pbs.twimg.com/profile_images/1596812634158137345/JDZi6dsA_normal.jpg,https://twitter.com/Bushan19466930/status/1274640619919425537,tweet_id:1274640619919425537
Harisankar Arun,@ArunHarisankar,2020-06-20T14:28:48.000Z,False,Sardar Vallabhai Patel Rashtriya Ekta Trust(SVPRET) was behind the Statue of Unity Project. Ram V Sutar was the sculptor. The construction was done by Larsen and Tourbo (L&T) Ltd.,1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1695792219683532800/1QkCOjOw_normal.jpg,https://twitter.com/ArunHarisankar/status/1274348479431577600,tweet_id:1274348479431577600
AMBU VISWANATH,@ambuviswanath,2020-06-20T04:59:04.000Z,False,#AskHemant would like to hear your views on Himadry speciality chemicals and Gujarat alkalie. Also on Larsen and tourbo,0,0,0,0,['#AskHemant'],[],[],https://pbs.twimg.com/profile_images/1690600333998002176/K2_UJsgi_normal.jpg,https://twitter.com/ambuviswanath/status/1274205099758256129,tweet_id:1274205099758256129
mahadev के दीवाने,@Ankaara4,2020-06-19T04:56:59.000Z,False,"This is project of Larsen & Tourbo Ltd (L&T). 
 in which L&T clarified that the statue is being built in India and that the company is sourcing only bronze plates.
Its 9% of the total project..",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1311528360334426112/CnPgCVfN_normal.jpg,https://twitter.com/Ankaara4/status/1273842189051678721,tweet_id:1273842189051678721
Prasanna A I ಪ್ರಸನ್ನ I பிரசன்னா,@sunnyiyengar,2020-06-17T17:01:36.000Z,False,"The Sardar Vallabhbhai Patel Rashtriya Ekta Trust awarded the 'Statue of Unity' project to Larsen & Tourbo Ltd The rumours of L&T subcontracting the work of building what is touted to be the tallest statue in the world to a Chinese foundry has been around of years now.Sep 27, 18",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1362637210344775681/2fGsexyw_normal.jpg,https://twitter.com/sunnyiyengar/status/1273299769134202881,tweet_id:1273299769134202881
RAHUL SINGH,@rahulsi67421280,2020-06-17T06:31:02.000Z,False,  please cancel the order.give it to LARSEN and tourbo,0,0,0,0,[],"['@PMOIndia', '@narendramodi']",[],https://pbs.twimg.com/profile_images/1004304097116291072/8BdF_gbH_normal.jpg,https://twitter.com/rahulsi67421280/status/1273141080289132546,tweet_id:1273141080289132546
Sunil Yeluri,@yells8,2020-06-17T05:48:49.000Z,False," Larsen & tourbo 100 shares at 826 , sell or hold?",0,0,0,0,[],['@ZeeBusiness'],[],https://pbs.twimg.com/profile_images/1497237225066663937/PNpRspYS_normal.jpg,https://twitter.com/yells8/status/1273130459761905666,tweet_id:1273130459761905666
INTV मध्यप्रदेश,@INTVMediaMP,2020-06-17T05:40:31.000Z,False,"चीन की इस कंपनी के अलावा भी 4 और बड़ी कंपनियों ने बिड लगाई है, जिसमें भारतीय कंपनी Larsen & Tourbo Ltd (L&T) भी शामिल है जिसकी बिड  1,170 करोड़ है।@iArmySupporter#stec #China #Indian #AtmaNirbharBharat #worldwar3 #WeakestPMModi #chinaindiaborder #JaiHindKiSena",0,0,3,0,"['#stec', '#China', '#Indian', '#AtmaNirbharBharat', '#worldwar3', '#WeakestPMModi', '#chinaindiaborder', '#JaiHindKiSena']",['@swadeshimanch'],[],https://pbs.twimg.com/profile_images/1498319842658553865/kRq3L6Rs_normal.jpg,https://twitter.com/INTVMediaMP/status/1273128367995445249,tweet_id:1273128367995445249
Devan,@dey_vann,2020-06-16T15:14:17.000Z,False,"Right step taken. Instead, the administration can handover the project to Larsen and Tourbo, an Indian company, which will, in the perfect way, adhere to the main motive of #AatmanirbharBharat",0,0,0,0,['#AatmanirbharBharat'],[],[],https://pbs.twimg.com/profile_images/1528030252919754753/YACnLDL2_normal.jpg,https://twitter.com/dey_vann/status/1272910375135121411,tweet_id:1272910375135121411
Maneesh Media,@ManeeshMedia,2020-06-09T06:11:25.000Z,False,"Wishing the best to the one man who has helped build India brick by brick, track by track, unit by unit… The retired chairman of #Larsen & #Tourbo, a proud Jewel of Gujarat & a son of India. #HappyBirthday #JewelsofGujarat",1,3,6,0,"['#Larsen', '#Tourbo', '#HappyBirthday', '#JewelsofGujarat']",[],[],https://pbs.twimg.com/profile_images/889395902703697921/FWpSyWgg_normal.jpg,https://twitter.com/ManeeshMedia/status/1270237041532387334,tweet_id:1270237041532387334
DHRUV,@InvincibleDhruv,2020-06-06T16:06:34.000Z,False,"Today Anil Manibhai Naik, Popularly Known As A.M.Naik Is The Chairman Of Larsen & Tourbo (L&T) Group",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1414609799866552320/AHHnm-2i_normal.jpg,https://twitter.com/InvincibleDhruv/status/1269299651523551232,tweet_id:1269299651523551232
DHRUV,@InvincibleDhruv,2020-06-06T15:56:44.000Z,False,"Back In 1965, A Young Mechanical Engineer Anil Manibhai Naik, Had Applied To Larsen & Tourbo (L&T) For A Job",1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1414609799866552320/AHHnm-2i_normal.jpg,https://twitter.com/InvincibleDhruv/status/1269297180659105793,tweet_id:1269297180659105793
रामु काका,@Raamukaakaa,2020-06-05T14:55:16.000Z,True,"The #StatueOfUnity Project Larsen & Tourbo Ltd (L&T). The rumours of Larsen and Tourbo Ltd. 
In October 2015, TOI carried a 
Report : 

in which L&T clarified that the statue is being built in India and that the company is sourcing only bronze plates from China...#MadrsaChhap",0,0,0,0,"['#StatueOfUnity', '#MadrsaChhap']",[],[],https://pbs.twimg.com/profile_images/1270782790477512705/h7T8YrTi_normal.jpg,https://twitter.com/Raamukaakaa/status/1268919320853307394,tweet_id:1268919320853307394
रामु काका,@Raamukaakaa,2020-06-05T14:54:19.000Z,False,"The #StatueOfUnity Project Larsen & Tourbo Ltd (L&T). The rumours of Larsen and Tourbo Ltd. 
In October 2015, TOI carried a 
Report : 

in which L&T clarified that the statue is being built in India and that the company is sourcing only bronze plates from China...#MadrsaChhap",0,0,2,0,"['#StatueOfUnity', '#MadrsaChhap']",[],[],https://pbs.twimg.com/profile_images/1270782790477512705/h7T8YrTi_normal.jpg,https://twitter.com/Raamukaakaa/status/1268919083162099720,tweet_id:1268919083162099720
sanikasharma8,@marketnews201,2020-06-05T04:24:32.000Z,False,"#Stocks to watch: #RIL, #SBI, #LarsenTourbo, #DLF, #BhartiAirtel, #RITES, #HCLTech, #SRF",0,0,1,0,"['#Stocks', '#RIL', '#SBI', '#LarsenTourbo', '#DLF', '#BhartiAirtel', '#RITES', '#HCLTech', '#SRF']",[],[],https://pbs.twimg.com/profile_images/1460576768817909763/NBcNt5ZA_normal.jpg,https://twitter.com/marketnews201/status/1268760594502447104,tweet_id:1268760594502447104
Samresh Joshi,@JoshiSamresh,2020-06-04T19:33:14.000Z,False,"Kuch to sharam kro , fake news kyu forward kr rhe ho 
Nhi pata to google search kro ....3000 crore ki statue banane wale Larsen & Tourbo Ltd (L&T) Indian company hai.",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1265284389455441920/ETa1No09_normal.jpg,https://twitter.com/JoshiSamresh/status/1268626887514955780,tweet_id:1268626887514955780
Samresh Joshi,@JoshiSamresh,2020-06-04T19:25:09.000Z,True,"Kuch to sharam kro , fake news kyu forward kr rhe ho 
Nhi pata to google search kro ....3000 crore ki statue banane wale Larsen & Tourbo Ltd (L&T) Indian company hai. ",0,0,2,0,[],"['@INCMP', '@RahulGandhi']",[],https://pbs.twimg.com/profile_images/1265284389455441920/ETa1No09_normal.jpg,https://twitter.com/JoshiSamresh/status/1268624851893395457,tweet_id:1268624851893395457
YourNextRecruiter,@YNRRecruiter,2020-06-04T17:10:10.000Z,False,"Larsen & Tourbo Limited. is hiring for Multimedia #DeveloperLocation #Bengaluru #BengaluruJobsPlease mention - ""Interested"" for the job applying link or check out Featured Post on Linkedin.#hiring #helpinghands #jobs #job #jobsearch #jobseekers #JobsDuringCorona",0,1,0,0,"['#Developer', '#Bengaluru', '#BengaluruJobs', '#hiring', '#helpinghands', '#jobs', '#job', '#jobsearch', '#jobseekers', '#JobsDuringCorona']",[],[],https://pbs.twimg.com/profile_images/1229453243010256905/OIVpRYgV_normal.jpg,https://twitter.com/YNRRecruiter/status/1268590884335034376,tweet_id:1268590884335034376
sanikasharma8,@marketnews201,2020-06-04T07:40:17.000Z,False,#LarsenTourbo Q4 preview: Analysts see muted nos amid #Covid19; order inflow eyed,0,0,1,0,"['#LarsenTourbo', '#Covid19']",[],[],https://pbs.twimg.com/profile_images/1460576768817909763/NBcNt5ZA_normal.jpg,https://twitter.com/marketnews201/status/1268447469165150210,tweet_id:1268447469165150210
DHRUV,@InvincibleDhruv,2020-06-02T12:10:42.000Z,False,Larsen & Tourbo (L&T) Converts Govt Healthcare Units Into Covid-19 Patient-Care Facilities.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1414609799866552320/AHHnm-2i_normal.jpg,https://twitter.com/InvincibleDhruv/status/1267790745227816961,tweet_id:1267790745227816961
Vikash singhi,@Vikashsinghi9,2020-05-28T07:36:29.000Z,False,ABB INDIA # BAJAJ FINANCE#LARSEN&tourbo#,0,0,1,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/Vikashsinghi9/status/1265909796546449412,tweet_id:1265909796546449412
jain,@jain17543,2020-05-16T11:50:47.000Z,False,Larsen tourbo,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1261625136832110592,tweet_id:1261625136832110592
jain,@jain17543,2020-05-12T14:49:05.000Z,False,He means Larsen tourbo,0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1260220457434746886,tweet_id:1260220457434746886
jain,@jain17543,2020-05-12T14:48:37.000Z,False,He means Larsen tourbo,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1260220341151887361,tweet_id:1260220341151887361
jain,@jain17543,2020-05-12T14:48:06.000Z,False,He means Larsen tourbo,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1260220211531153408,tweet_id:1260220211531153408
Prasath,@Prasathsap,2020-05-09T15:42:57.000Z,False,Plz share about Larsen tourbo,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/Prasathsap/status/1259146848259858433,tweet_id:1259146848259858433
Prasath,@Prasathsap,2020-05-09T15:37:11.000Z,False,Larsen & Tourbo..when can we expect reverse?,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/Prasathsap/status/1259145399807295488,tweet_id:1259145399807295488
SUNILKUMAR,@SUNILKU17399747,2020-04-17T08:04:47.000Z,False,I am also terminated from ltts ( Larsen and tourbo) Bangalore without salary and compensation.,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1251059016391733248,tweet_id:1251059016391733248
Abhishek Pandey,@Abhishe39312651,2020-04-16T00:51:35.000Z,False,Target expected larsen and tourbo,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/Abhishe39312651/status/1250587607781699584,tweet_id:1250587607781699584
SUNILKUMAR,@SUNILKU17399747,2020-04-14T14:37:05.000Z,False," sir, today ltts ( Larsen and tourbo) Bangalore had terminated me from the service and they had not given any compensation and salary, and they are telling I have to pay the money to them otherwise they will initiate legal case against me. Please help me.",0,0,0,0,[],['@LabourDeptGOK'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1250070578234613760,tweet_id:1250070578234613760
SUNILKUMAR,@SUNILKU17399747,2020-04-14T11:55:43.000Z,False," sir, I had contacted everyone, labour department, state it minister, nothing happened, I lost my job today Larsen and tourbo sent termination email. Please help me sir, I have lot of commitments, otherwise my last option is sucide myself. Please find the attachment.",0,0,0,0,[],['@narendramodi'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1250029966823055362,tweet_id:1250029966823055362
SUNILKUMAR,@SUNILKU17399747,2020-04-14T07:15:53.000Z,False,"Name - sunilkumar k n 
Company- ltts( Larsen and tourbo) manyata tech park, Bangalore
Phone- 9535777070
Email- sunil515@yahoo.com
Please find the below attachment for your reference sir.",0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1249959544681189376,tweet_id:1249959544681189376
